Laptop,Status,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Price,Brand_Acer,Brand_Alurin,Brand_Apple,Brand_Asus,Brand_Deep Gaming,Brand_Dell,Brand_Denver,Brand_Dynabook Toshiba,Brand_Gigabyte,Brand_HP,Brand_Innjoo,Brand_Jetwing,Brand_LG,Brand_Lenovo,Brand_MSI,Brand_Medion,Brand_Microsoft,Brand_Millenium,Brand_PcCom,Brand_Primux,Brand_Prixton,Brand_Razer,Brand_Realme,Brand_Samsung,Brand_Thomson,Brand_Toshiba,Brand_Vant,Cores,External VRAM
"ASUS ROG Zephyrus G16 2023 GU603ZU-N4004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4050/16""",New,ROG,Intel Core i7,32,1000,SSD,RTX 4050,16,No,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"MSI GF63 Thin 11UC-447XES Intel Core i5-11400H/16GB/512GB SSD/RTX 3050/15.6""",New,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,No,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"ASUS TUF Gaming F15 FX507ZU4-LP003 Intel Core i7-12700H/16GB/1TB SSD/RTX 4050/15.6""",New,TUF,Intel Core i7,16,1000,SSD,RTX 4050,15.6,No,2049,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP Chromebook 15a-na0002ns Intel Celeron N4500/8GB/128GB eMMC/15.6""",New,Chromebook,Intel Celeron,8,128,eMMC,,15.6,No,429.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LG Ultra PC 17U70Q-P.AD78B Intel Evo Core i7-1260P/32GB/1TB SSD/RTX 3050Ti/17""",New,Ultra,Intel Evo Core i7,32,1000,SSD,RTX 3050,17,No,2199,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS ROG Zephyrus M16 2023 GU604VZ-NM008W Intel Core i9-13900H/32GB/1TB SSD/RTX 4080/16""",New,ROG,Intel Core i9,32,1000,SSD,RTX 4080,16,No,3599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo V15 Gen 2 ALC AMD Ryzen 7 5700U/16GB/512GB SSD/15.6""",New,V15,AMD Ryzen 7,16,512,SSD,,15.6,No,739.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"MSI Creator M16 B12VE-685XES Intel Core i7-12650H/32GB/1TB SSD/RTX 4050/16""",New,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16,No,1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"MSI Summit E16 Flip Evo A13MT-238ES Intel Evo Core i7-1360P/16GB/1TB SSD/16"" Táctil",New,Summit,Intel Evo Core i7,16,1000,SSD,,16,Yes,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP 15S-fq4043ns Intel Core i7-1195G7/16GB/512GB SSD/15.6""",New,15S,Intel Core i7,16,512,SSD,,15.6,No,759.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS ROG Strix G17 G713RS-LL042 AMD Ryzen 7 6800H/32GB/1TB SSD/RTX 3080/17.3""",New,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3080,17.3,No,2999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"MSI Prestige 14 Evo B13M-242ES Intel Core i7-13700H/32GB/1TB SSD/14""",New,Prestige,Intel Core i7,32,1000,SSD,,14,No,1589.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS ROG Zephyrus G14 2023 GA402XV-N2028W AMD Ryzen 9 7940HS/32GB/1TB SSD/RTX 4060/14""",New,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,14,No,2499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8192
"MSI Katana GF66 12UC-820XES Intel Core i7-12650H/16GB/512GB SSD/RTX3050/15.6""",New,Katana,Intel Core i7,16,512,SSD,RTX 3050,15.6,No,1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Apple MacBook Pro Apple M2 Pro 10 Núcleos/16GB/512GB SSD/14.2"" Plata",New,MacBook Pro,Apple M2 Pro,16,512,SSD,,14.2,No,2269,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASUS ROG Strix Scar 18 2023 G834JZ-N6004W Intel Core i9-13980HX/32GB/1TB SSD/RTX 4080/18""",New,ROG,Intel Core i9,32,1000,SSD,RTX 4080,18,No,3399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASUS F1500EA-BQ3065W Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,VivoBook,Intel Core i5,8,512,SSD,,15.6,No,509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Apple MacBook Air Apple M1/16 GB/512GB SSD/GPU Hepta Core/13.3"" Gris Espacial",New,MacBook Air,Apple M1,16,512,SSD,,13.3,No,1569.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"ASUS Expertbook B9 B9400CBA-KC0681X Intel Core i7-1255U/16GB/512GB SSD/14""",New,ExpertBook,Intel Core i7,16,512,SSD,,14,No,1719,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
ASUS M515UA-R55BHDSB2 AMD Ryzen 5 5500U/16GB/256GB SSD/15.6'' (PT),New,M515UA,AMD Ryzen 5,16,256,SSD,,15.6,No,625.41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Apple Macbook Pro Apple M2/16GB/512GB SSD/GPU Deca Core/13.3"" Gris Espacial",New,MacBook Pro,Apple M2,16,512,SSD,,13.3,No,1899.01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASUS VivoBook F1500EA-BQ2361W Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,VivoBook,Intel Core i3,8,256,SSD,,15.6,No,396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Medion Akoya S15449-MD62128 Intel Core i5-1135G7/8GB/512GB SSD/15.6""",New,Akoya,Intel Core i5,8,512,SSD,,15.6,No,669.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS TUF Gaming A16 Advantage Edition 2023 FA617NS-N3020 AMD Ryzen 7 7735HS/16GB/1TB SSD/Radeon RX 7600S/16""",New,TUF,AMD Ryzen 7,16,1000,SSD,RX 7600S,16,No,1499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Apple Macbook Air 2023 Apple M2/8GB/512GB SSD/GPU Deca Core/15.3"" Medianoche",New,MacBook Air,Apple M2,8,512,SSD,,15.3,No,1829,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Acer Aspire 3 A315-58 Intel Core i7-1165G7/8GB/512GB SSD/15.6""",New,Aspire,Intel Core i7,8,512,SSD,,15.6,No,729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Pavilion x360 14-ek0015ns Intel Core i5-1235U/8GB/512GB SSD/14"" Táctil",New,Pavilion,Intel Core i5,8,512,SSD,,14,Yes,1149,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 455 G10 AMD Ryzen 5 7530U/16GB/512GB SSD/15.6""",New,ProBook,AMD Ryzen 5,16,512,SSD,,15.6,No,799,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Raider GE68HX 13VG-042XES Intel Core i9-13950HX/32GB/1TB SSD/RTX 4070/16""",New,Raider,Intel Core i9,32,1000,SSD,RTX 4070,16,No,3099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,12288
"Acer Predator Helios 300 PH315-55-7174 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/15.6""",New,Predator,Intel Core i7,16,512,SSD,RTX 3060,15.6,No,1779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP 250 G9 Intel Core i7-1255U/16 GB/512GB SSD/15.6""",New,250,Intel Core i7,16,512,SSD,,15.6,No,819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Envy 16-h0002ns Intel Evo Core i7-12700H/16GB/1TB SSD/Intel Arc A370M/16""",New,Envy,Intel Evo Core i7,16,1000,SSD,A 370M,16,No,1799,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS TUF Gaming A16 Advantage Edition 2023 FA617XS-N3035 AMD Ryzen 9 7940HS/16GB/1TB SSD/Radeon RX 7600S/16""",New,TUF,AMD Ryzen 9,16,1000,SSD,RX 7600S,16,No,1699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"ASUS TUF Gaming F15 FX506LHB-HN324 Intel Core i5-10300H/16GB/512GB SSD/GTX 1650/15.6""",New,TUF,Intel Core i5,16,512,SSD,GTX 1650,15.6,No,999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 250 G8 Intel Celeron N4020/8 GB/256 GB SSD/15.6""",New,250,Intel Celeron,8,256,SSD,,15.6,No,383.26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP ChromeBook x360 14a-ca0029ns Intel Celeron N4120/4GB/64GB eMMC/14"" Táctil",New,Chromebook,Intel Celeron,4,64,eMMC,,14,Yes,399,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASUS ROG Strix G16 G614JI-N4089W Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/16""",New,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16,No,2699,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12288
"MSI Raider GE78HX 13VG-041XES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17""",New,Raider,Intel Core i7,32,1000,SSD,RTX 4070,17,No,2799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,12288
"MSI Modern 14 C12M-076ES Intel Core i7-1255U/16GB/512GB SSD/14""",Refurbished,Modern,Intel Core i7,16,512,SSD,,14,No,1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Acer Aspire 3 A315-34 Intel Celeron N4020/8 GB/256GB SSD/15.6""",New,Aspire,Intel Celeron,8,256,SSD,,15.6,No,306.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"PcCom Revolt 3060 Intel Core i7-12700H/32GB/1TB SSD/RTX 3060/15.6""",New,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,No,1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,8192
"Microsoft Surface Laptop Go 2 Intel Core i5-1135G7/8GB/256GB SSD/12.4"" Táctil",New,Surface Laptop,Intel Core i5,8,256,SSD,,12.4,Yes,869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
ASUS TUF Gaming F17 FX707VV4-HX025 Intel Core i9-13900H/32GB/1TB SSD/RTX 4060/17.3'',New,TUF,Intel Core i9,32,1000,SSD,RTX 4060,17.3,No,2099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"ASUS Vivobook 15X OLED M1503QA-R75BOHDSB1 AMD Ryzen 7 5800H/HS/16GB/1TB SSD/15.6"" (PT)",New,VivoBook,AMD Ryzen 7,16,1000,SSD,,15.6,No,1149.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"ASUS ROG Strix G16 G614JI-N4006 Intel Core i9-13980HX/32GB/1TB SSD/RTX 4070/16""",New,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16,No,2599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12288
ASUS TUF Gaming F17 FX707VU4-HX028 Intel Core i9-13900H/32GB/1TB SSD/RTX 4050/17.3'',New,TUF,Intel Core i9,32,1000,SSD,RTX 4050,17.3,No,1889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
ASUS TUF Gaming F17 FX707ZU4-HX005 Intel Core i7-12700H/16GB/1TB SSD/RTX 4050/17.3'',New,TUF,Intel Core i7,16,1000,SSD,RTX 4050,17.3,No,1619,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"MSI Creator Z17 HX Studio A13VGT-046ES Intel Core i7-13700HX/32GB/1TB SSD/RTX 4070/17"" Táctil",New,Creator,Intel Core i7,32,1000,SSD,RTX 4070,17,Yes,3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,12288
"Razer Blade 17 QHD 240Hz Intel Core i7-12800H/16GB/1TB SSD/RTX 3070Ti/17.3""",New,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,No,3499.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0
"Acer Extensa 15 EX215-54-31DH Intel Core i3-1115G4/8GB/256GB SSD/15.6""",New,Extensa,Intel Core i3,8,256,SSD,,15.6,No,394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"MSI Summit E16 Flip A13VFT-082ES Intel Core i7-1360P/32GB/1TB SSD/RTX 4060/16"" Táctil",New,Summit,Intel Core i7,32,1000,SSD,RTX 4060,16,Yes,2499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS VivoBook F1605PA-MB091W Intel Core i5-11300H/8GB/512GB SSD/16""",New,VivoBook,Intel Core i5,8,512,SSD,,16,No,549.99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Medion Erazer Deputy P10 MD62132 Intel Core i5-10300H/8GB/512GB SSD/GTX 1660Ti/15.6""",New,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,No,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP OMEN 16-B1006NS Intel Core i7-12700H/16GB/1TB SSD/RTX 3060/16.1""",New,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1699.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS Chromebook CX1400CNA-EK0225 Intel Celeron N3350/8GB/32GB eMMC/14""",New,Chromebook,Intel Celeron,8,32,eMMC,,14,No,349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Alurin Flex Advance Intel Core i5-1155G7/8GB/500GB SSD/15.6""",New,Flex Advance,Intel Core i5,8,500,SSD,,15.6,No,500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Microsoft Surface Laptop 5 Alcántara Intel Evo Core i5-1235U/8GB/256GB SSD/13.5"" Táctil",New,Surface Laptop,Intel Evo Core i5,8,256,SSD,,13.5,Yes,1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
"LG Gram 16Z90Q Intel Evo Core i7-1260P/32GB/1TB SSD/16""",New,Gram,Intel Evo Core i7,32,1000,SSD,,16,No,1819.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Prestige 13 Evo A13M-032ES Intel Evo Core i7-1360P/16GB/1TB SSD/13.3""",New,Prestige,Intel Evo Core i7,16,1000,SSD,,13.3,No,1499.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Prestige 16 Studio A13VF-041ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4060/16""",New,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16,No,2239.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS ROG Strix Scar 16 2023 G634JY-NM014W Intel Core i9-13980HX/32GB/2TB SSD/RTX 4090/16""",New,14w,Intel Core i9,32,2000,SSD,RTX 4090,16,No,4949.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Acer Predator Triton 300 SE PT316-51s-74LT Intel Core i7-12700H/16GB/512GB SSD/RTX 3050Ti/16""",New,Predator,Intel Core i7,16,512,SSD,RTX 3050,16,No,1589.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP OMEN 16-b1025ns Intel Core i7-12700H/32GB/1TB SSD/RTX 3070/16.1""",New,Omen,Intel Core i7,32,1000,SSD,RTX 3070,16.1,No,1999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASUS ExpertBook B1 B1402CBA-EB0821X Intel Core i7-1255U/16GB/512GB SSD/14""",New,ExpertBook,Intel Core i7,16,512,SSD,,14,No,1189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Titan GT77 HX 13VH-008ES Intel Core i9-13980HX/64GB/2TB SSD/RTX 4080/17.3"" + Bundle Gaming",New,Titan,Intel Core i9,64,2000,SSD,RTX 4080,17.3,No,4899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HP 250 G9 Intel Core i5-1235U/8 GB/512GB SSD/15.6""",New,250,Intel Core i5,8,512,SSD,,15.6,No,559.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 250 G9 Intel Core i3-1215U/8 GB/256GB SSD/15.6""",New,250,Intel Core i3,8,256,SSD,,15.6,No,417.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"LG Gram 17Z90Q Intel Core i7-1260P/16GB/512GB SSD/RTX 2050/17""",New,Gram,Intel Core i7,16,512,SSD,RTX 2050,17,No,1409.01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4096
"ASUS ROG Zephyrus M16 2023 GU604VY-NM001W Intel Core i9-13900H/32GB/2TB SSD/RTX 4090/16""",New,ROG,Intel Core i9,32,2000,SSD,RTX 4090,16,No,4299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 5 5600H/16 GB/512 GB SSD/RTX3050/15.6""",New,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,No,879,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Apple MacBook Pro Apple M1 Max/32GB/1TB SSD/16.2"" Plata",New,MacBook Pro,Apple M1,32,1000,SSD,,16.2,No,3849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
"Acer Predator Triton 300 SE PT314-52s-76F0 Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/14""",New,Predator,Intel Core i7,16,512,SSD,RTX 3060,14,No,1739,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS VivoBook 15 F1500EA-EJ3108W Intel Core i5-1135G7/16GB/1TB SSD/15.6""",New,VivoBook,Intel Core i5,16,1000,SSD,,15.6,No,665,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"ASUS TUF Gaming F15 FX507ZU4-LP004 Intel Core i7-12700H/32GB/1TB SSD/RTX 4050/15.6""",New,TUF,Intel Core i7,32,1000,SSD,RTX 4050,15.6,No,1699.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Acer Nitro 5 AN517-55-75RS Intel Core i7-12700H/16GB/512GB SSD/RTX 3060/17.3""",New,Nitro,Intel Core i7,16,512,SSD,RTX 3060,17.3,No,1629,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Primux IoxBook 15I3A Intel Core i3-1005G1/8GB/256GB SSD/15.6""",New,Ioxbook,Intel Core i3,8,256,SSD,,15.6,No,283.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
Lenovo Legion 5 15ACH6H-289 AMD Ryzen 5 5600H/8GB/512GB SSD/RTX3060/15.6'' (PT),New,Legion,AMD Ryzen 5,8,512,SSD,RTX 3060,15.6,No,1252.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"ASUS ROG Strix SCAR 15 G533ZS-HF043 Intel Core i9-12900H/32GB/1TB SSD/RTX 3080/15.6""",New,ROG,Intel Core i9,32,1000,SSD,RTX 3080,15.6,No,3499,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo IdeaPad Flex 5 14ITL05 Intel Core i5-1135G7/16GB/512GB SSD/14"" Táctil",New,IdeaPad,Intel Core i5,16,512,SSD,,14,Yes,829.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Samsung Galaxy Book3 Intel Core i7-1355U/16GB/512GB SSD/15.6""",New,Galaxy Book,Intel Core i7,16,512,SSD,,15.6,No,1169.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
"ASUS VivoBook F1605PA-MB090W Intel Core i7-11370H/16GB/512GB SSD/16""",New,VivoBook,Intel Core i7,16,512,SSD,,16,No,769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo V15 Gen 2 ALC AMD Ryzen 3 5300U/8GB/512GB SSD/15.6""",New,V15,AMD Ryzen 3,8,512,SSD,,15.6,No,399,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16GB/1TB SSD/RTX3060/15.6""",New,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Acer Nitro 5 AN515-58-591S Intel Core i5-12500H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Nitro,Intel Core i5,16,1000,SSD,RTX 3060,15.6,No,881.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8192
"LG Gram 15ZD90R-G.AX75B Intel Evo Core i7-1360P/16GB/512GB SSD/15""",New,Gram,Intel Evo Core i7,16,512,SSD,,15,No,1549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Victus 16-e1015ns AMD Ryzen 7 6800H/16GB/512GB SSD/RTX 3050/16.1""",New,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,1629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Samsung Galaxy Book3 Intel Core i5-1335U/8GB/512GB SSD/15.6""",New,Galaxy Book,Intel Core i5,8,512,SSD,,15.6,No,924.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0
"LG Gram 17Z90P Intel Evo Core i7-1165G7/32GB/512GB SSD/17""",New,Gram,Intel Evo Core i7,32,512,SSD,,17,No,2360.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Pavilion 14-dv2012ns Intel Core i7-1255U/16GB/1TB SSD/14""",New,Pavilion,Intel Core i7,16,1000,SSD,,14,No,1409.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Dell Vostro 5625 AMD Ryzen 5 5625U/8GB/256GB SSD/16""",New,Vostro,AMD Ryzen 5,8,256,SSD,,16,No,829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Pavilion Plus 14-eh0006ns Intel Core i7-12700H/16GB/1TB SSD/14""",New,Pavilion,Intel Core i7,16,1000,SSD,,14,No,1629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"MSI Stealth 17 Studio A13VH-031ES Intel Core i7-13700H/32GB/1TB SSD/RTX 4080/17.3""",New,Stealth,Intel Core i7,32,1000,SSD,RTX 4080,17.3,No,3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0
