Laptop,Status,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Touch,Price,Brand_Acer,Brand_Alurin,Brand_Apple,Brand_Asus,Brand_Deep Gaming,Brand_Dell,Brand_Denver,Brand_Dynabook Toshiba,Brand_Gigabyte,Brand_HP,Brand_Innjoo,Brand_Jetwing,Brand_LG,Brand_Lenovo,Brand_MSI,Brand_Medion,Brand_Microsoft,Brand_Millenium,Brand_PcCom,Brand_Primux,Brand_Prixton,Brand_Razer,Brand_Realme,Brand_Samsung,Brand_Thomson,Brand_Toshiba,Brand_Vant,Cores,External VRAM
"HP 15S-FQ4052NS Intel Core i5-1155G7/8GB/512GB SSD/15.6""",Refurbished,15S,Intel Core i5,8,512,SSD,,15.6,No,555.49,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 15S-fq2005ns Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,15S,Intel Core i5,8,512,SSD,,15.6,No,421.27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 15S-fq2095ns Intel Core i3-1115G4/8GB/256GB SSD/15.6""",Refurbished,15S,Intel Core i3,8,256,SSD,,15.6,No,334.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 15S-fq2159ns Intel Core i3-1115G4/8GB/256GB SSD/15.6"" + Microsoft 365 Personal 12 Meses",New,15S,Intel Core i3,8,256,SSD,,15.6,No,608.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 15S-fq4027ns Intel Core i5-1155G7/8GB/512GB SSD/15.6""",Refurbished,15S,Intel Core i5,8,512,SSD,,15.6,No,475.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP 250 G8 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,250,Intel Core i3,8,512,SSD,,15.6,No,392.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"HP 255 G8 AMD Ryzen 5 3500U/8GB/256 GB SSD/15.6""",Refurbished,255,AMD Ryzen 5,8,256,SSD,,15.6,No,410.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP EliteBook 650 G9 Intel Core i7-1255U/8GB/512GB SSD/15.6""",Refurbished,EliteBook,Intel Core i7,8,512,SSD,,15.6,No,1654.05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP EliteBook 830 G6 Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,EliteBook,Intel Core i5,8,256,SSD,,13.3,No,725.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP EliteBook 830 G8 Intel Core i5-1135G7/8GB/256GB SSD/13.3""",Refurbished,EliteBook,Intel Core i5,8,256,SSD,,13.3,No,1678.02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP EliteBook 830 G8 Intel Core i7-1165G7/16GB/512GB SSD/13.3""",Refurbished,EliteBook,Intel Core i7,16,512,SSD,,13.3,No,1943.51,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP EliteBook 840 G4 Intel Core  i7-7500U/8GB/256GB SSD/14""",Refurbished,EliteBook,Intel Core i7,8,256,SSD,,14,No,538,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP EliteBook 840 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,EliteBook,Intel Core i7,16,512,SSD,,14,No,1689.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP EliteBook 850 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,EliteBook,Intel Core i5,8,256,SSD,,15.6,No,520,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP EliteBook 850 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,EliteBook,Intel Core i5,8,256,SSD,,15.6,No,1074.06,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP EliteBook 850 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,EliteBook,Intel Core i7,16,512,SSD,,15.6,No,1889.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP EliteBook x360 1030 G4 Intel Core i5-8265U/8GB/256GB SSD/13.3"" Táctil",Refurbished,EliteBook,Intel Core i5,8,256,SSD,,13.3,Yes,866,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP Essential 255 G8 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,255,AMD Ryzen 5,8,512,SSD,,15.6,No,599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP OMEN 15-DC0005NS Intel Core i7-8750H/8GB/1TB/GTX 1050/15.6""",Refurbished,Omen,Intel Core i7,8,1000,,GTX 1050,15.6,No,784.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP OMEN 15-EN0004NS AMD Ryzen 7 4800H/16GB/1TB SSD/RTX 2060/15.6""",Refurbished,Omen,AMD Ryzen 7,16,1000,SSD,RTX 2060,15.6,No,863.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HP OMEN 16-C0045NS AMD Ryzen 9 5900HX/16GB/1TB SSD/RTX 3070/16.1""",Refurbished,Omen,AMD Ryzen 9,16,1000,SSD,RTX 3070,16.1,No,1242.39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
"HP OMEN 16-b0045ns Intel Core i7-11800H/16GB/1TB SSD/RTX 3060/16.1""",Refurbished,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,No,1499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP OMEN 16-b0046ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3060/16.1""",Refurbished,Omen,Intel Core i7,32,1000,SSD,RTX 3060,16.1,No,1198.64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP OMEN 16-c0013ns AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3050Ti/16.1""",Refurbished,Omen,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,No,829.33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"HP OMEN 17-CB1005NS Intel Core i7-10750H/32GB/1TB SSD/RTX 2080 SUPER/17.3""",Refurbished,Omen,Intel Core i7,32,1000,SSD,RTX 2080,17.3,No,1297.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP OMEN 17-ck0014ns Intel Core i7-11800H/32GB/1TB SSD/RTX 3070/17.3""",Refurbished,Omen,Intel Core i7,32,1000,SSD,RTX 3070,17.3,No,1606.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Omen 15-EK0004NS Intel Core i7-10750H/16GB/1TB SSD/RTX 2070/15.6""",Refurbished,Omen,Intel Core i7,16,1000,SSD,RTX 2070,15.6,No,911.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Omen 15-EN0002NS AMD Ryzen 7 4800H/16GB/1TB SSD/GTX 1650Ti/15.6""",Refurbished,Omen,AMD Ryzen 7,16,1000,SSD,GTX 1650,15.6,No,676.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HP Omen 15-en1004ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3070/15.6""",Refurbished,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3070,15.6,No,1199.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HP Omen 15-en1011ns AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Omen,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,912.44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"HP Pavilion Gaming 15-EC1012NS AMD Ryzen 7 4800H/16GB/512GB SSD/GTX 1650Ti/15.6""",Refurbished,Pavilion,AMD Ryzen 7,16,512,SSD,GTX 1650,15.6,No,621.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"HP Pavilion Gaming 16-A0008NS Intel Core i5-10300H/8GB/512GB SSD/GTX 1050/16.1""",Refurbished,Pavilion,Intel Core i5,8,512,SSD,GTX 1050,16.1,No,545.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP Pavilion Gaming 16-A0010NS Intel Core i7-10750H/16GB/512GB SSD/GTX 1650Ti/16.1""",Refurbished,Pavilion,Intel Core i7,16,512,SSD,GTX 1650,16.1,No,641.14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Pavilion Gaming 16-A0029NS Intel Core i7-10750H/16GB/512GB SSD/RTX 2060/16.1""",Refurbished,Pavilion,Intel Core i7,16,512,SSD,RTX 2060,16.1,No,711.94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Pavilion Gaming 17-CD1000NS Intel Core i7-10750H/8GB/512GB SSD/GTX 1650/17.3""",Refurbished,Pavilion,Intel Core i7,8,512,SSD,GTX 1650,17.3,No,663.38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Pavilion Laptop 14-CE3008NS Intel Core i5-1035G1/8GB/512GB SSD/MX130/14""",Refurbished,Pavilion,Intel Core i5,8,512,SSD,MX 130,14,No,565.54,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 430 G7 Intel Core i5-10210U/8GB/256GB SSD/13.3""",Refurbished,ProBook,Intel Core i5,8,256,SSD,,13.3,No,749.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 440 G8 Intel Core i5-1135G7/8GB/256GB SSD/14""",Refurbished,ProBook,Intel Core i5,8,256,SSD,,14,No,1335.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 450 G6 Intel Core i5-8265U/8GB/256GB SSD/15.6""",Refurbished,ProBook,Intel Core i5,8,256,SSD,,15.6,No,569.99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 450 G7 Intel Core i5-10210U/8GB/256GB SSD/15.6""",Refurbished,ProBook,Intel Core i5,8,256,SSD,,15.6,No,1031.89,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 450 G8 Intel Core i5-1135G7/16GB/512GB SSD/15.6""",Refurbished,ProBook,Intel Core i5,16,512,SSD,,15.6,No,1298.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP ProBook 450 G8 Intel Core i7-1165G7/16GB/512GB SSD/15.6""",Refurbished,ProBook,Intel Core i7,16,512,SSD,,15.6,No,1603.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP Victus 16-d0031ns Intel Core i5-11400H/16GB/512GB SSD/GTX 1650/16.1""",Refurbished,Victus,Intel Core i5,16,512,SSD,GTX 1650,16.1,No,624.78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"HP Victus 16-e0030ns AMD Ryzen 5 5600H/16GB/512GB SSD/RTX 3050/16.1""",Refurbished,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,No,735.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"HP ZBook Firefly 14 G8 Intel Core i7-1165G7/16GB/512GB SSD/14""",Refurbished,Zbook,Intel Core i7,16,512,SSD,,14,No,1619.46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP ZBook Firefly 15 G8 Intel Core i7-1165G7/16 GB/512GB SSD/Quadro T500/15.6""",Refurbished,Zbook,Intel Core i7,16,512,SSD,T 500,15.6,No,2677.83,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP ZBook Fury G8 Intel Core i7-11800H/16 GB/512GB SSD/RTX A3000/15.6""",Refurbished,Zbook,Intel Core i7,16,512,SSD,RTX A3000,15.6,No,3848.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"HP ZBook Fury G8 Intel Core i9-11900H/32GB/1TB SSD/RTX A4000/15.6""",Refurbished,Zbook,Intel Core i9,32,1000,SSD,,15.6,No,4805.65,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"LG 15U70N Intel Core i7-10510U/16GB/512GB SSD/GTX1050/15.6""",Refurbished,15U70N,Intel Core i7,16,512,SSD,GTX 1050,15.6,No,704.24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"LG Gram 13Z990-G Intel Core i5-8265U/8GB/256GB SSD/13.3""",Refurbished,Gram,Intel Core i5,8,256,SSD,,13.3,No,609.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LG Gram 14Z90P Intel Evo Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,Gram,Intel Evo Core i5,8,512,SSD,,14,No,701.28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"LG Gram 17Z90P Intel Core i7-1165G7/32GB/1TB SSD/17""",Refurbished,Gram,Intel Core i7,32,1000,SSD,,17,No,1424.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 1 15ADA7 AMD Ryzen 5 3500U/8GB/512GB SSD/15.6""",Refurbished,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,569.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 14IIL05 Intel Core i5-1035G1/8GB/512GB SSD/14""",Refurbished,IdeaPad,Intel Core i5,8,512,SSD,,14,No,699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 3 14ITL6 Intel Core i5-1135G7/8GB/512GB SSD/14""",Refurbished,IdeaPad,Intel Core i5,8,512,SSD,,14,No,649,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 3 15ADA05 AMD 3020e/8GB/256GB SSD/15.6""",Refurbished,IdeaPad,AMD 3020e,8,256,SSD,,15.6,No,299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/16GB/512GB SSD/15.6""",Refurbished,IdeaPad,AMD Ryzen 5,16,512,SSD,,15.6,No,1010.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15ALC6 AMD Ryzen 5 5500U/8GB/512GB SSD/15.6""",Refurbished,IdeaPad,AMD Ryzen 5,8,512,SSD,,15.6,No,713.83,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 3 15IAU7 Intel Core i5-1235U/16GB/512GB SSD/15.6"" + Microsoft 365 Personal 12 Meses Descarga Digital",New,IdeaPad,Intel Core i5,16,512,SSD,,15.6,No,860.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad 3 15IGL05 Intel Celeron N4020/8GB/256GB SSD/15.6""",Refurbished,IdeaPad,Intel Celeron,8,256,SSD,,15.6,No,480.95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 3 15IIL05 Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i3,8,256,SSD,,15.6,No,307.09,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 3i 15ITL6 Gen 6 Intel Core i3-1115G4/8GB/512GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i3,8,512,SSD,,15.6,No,719.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/16 GB/512GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i7,16,512,SSD,,15.6,No,866.86,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 5 15IIL05 Intel Core i7-1065G7/8 GB/512GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i7,8,512,SSD,,15.6,No,934.24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad 5 Pro 14ITL6 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,IdeaPad,Intel Core i5,16,512,SSD,,14,No,999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad C340-14IML Intel Core i7-10510U/8GB/512GB SSD/14"" Táctil",Refurbished,IdeaPad,Intel Core i7,8,512,SSD,,14,Yes,899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad C340-14IWL Intel Core i3-8145U/8GB/256GB SSD/14"" Táctil",Refurbished,IdeaPad,Intel Core i3,8,256,SSD,,14,Yes,537.19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo IdeaPad Flex 5 14ALC05 AMD Ryzen 7 5700U/8GB/512GB SSD/14"" Táctil",Refurbished,IdeaPad,AMD Ryzen 7,8,512,SSD,,14,Yes,799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo IdeaPad Gaming 3 15ACH6 AMD Ryzen 7 5800H/16 GB/1TB SSD/RTX3060/15.6""",Refurbished,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo IdeaPad Gaming 3 15IMH05 Intel Core i7-10750H/16GB/512GB SSD/GTX1650/15.6""",Refurbished,IdeaPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo IdeaPad Intel Core i5-1135G7/8GB/512GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i5,8,512,SSD,,15.6,No,802.61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo IdeaPad S145-15IIL Intel Core i7-1065G7/8GB/256GB SSD/15.6""",Refurbished,IdeaPad,Intel Core i7,8,256,SSD,,15.6,No,501.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Lenovo Legion 5 15ACH6-258 AMD Ryzen 7 5800H/16GB/512GB SSD/RTX 3060/15.6'' (PT),Refurbished,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1150.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16 GB/512GB SSD/RTX3060/15.6""",Refurbished,Legion,AMD Ryzen 7,16,512,SSD,RTX 3060,15.6,No,1299,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo Legion 5 15ACH6H AMD Ryzen 7 5800H/16GB/1TB SSD/RTX 3060/15.6""",Refurbished,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,No,996.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8192
"Lenovo Legion 5 15IMH05H Intel Core i7-10750H/16GB/512GB SSD/RTX2060/15.6""",Refurbished,Legion,Intel Core i7,16,512,SSD,RTX 2060,15.6,No,1475.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo Legion 5 15ITH6H Intel Core i7-11800H/32GB/1TB SSD/RTX3070/15.6""",Refurbished,Legion,Intel Core i7,32,1000,SSD,RTX 3070,15.6,No,1799,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo Legion 5 Pro 16IAH7H Intel Core i7-12700H/16GB/1TB SSD/RTX3060/16""",Refurbished,Legion,Intel Core i7,16,1000,SSD,RTX 3060,16,No,2326.78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8192
"Lenovo Legion 7 16IAX7 Intel Core i9-12900HX/32GB/1TB SSD/RTX 3080Ti/16""",Refurbished,Legion,Intel Core i9,32,1000,SSD,RTX 3080,16,No,3337.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Lenovo Legion Y540-15IRH Intel Core i7-9750H/16GB/1TB+256GB SSD/GTX1660Ti/15.6""",Refurbished,Legion,Intel Core i7,16,256,SSD,GTX 1660,15.6,No,875.54,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo Legion Y540-15IRH-PG0 Intel Core i7-9750HF/16GB/1TB+512GB SSD/GTX1650/15.6""",Refurbished,Legion,Intel Core i7,16,512,SSD,GTX 1650,15.6,No,860.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo ThinkBook 14 G2 ITL Intel Core i3-1115G4/8GB/256GB SSD/14""",Refurbished,ThinkBook,Intel Core i3,8,256,SSD,,14,No,719.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo ThinkBook 14 G2 ITL Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,ThinkBook,Intel Core i5,16,512,SSD,,14,No,1049,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo ThinkBook 14 IIL Intel Core i3-1005G1/8GB/256GB SSD/14""",Refurbished,ThinkBook,Intel Core i3,8,256,SSD,,14,No,585.29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo ThinkBook 14 Intel Core i5-1135G7/16GB/512GB SSD/14""",Refurbished,ThinkBook,Intel Core i5,16,512,SSD,,14,No,976.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo ThinkBook 15 AMD Ryzen 3 4300U/8GB/256GB SSD/15.6""",Refurbished,ThinkBook,AMD Ryzen 3,8,256,SSD,,15.6,No,418.79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo ThinkBook 15 G2 ITL Intel Core i5-1135G7/8GB/256GB SSD/15.6"" Gris",Refurbished,ThinkBook,Intel Core i5,8,256,SSD,,15.6,No,970.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo ThinkBook 15 IIL Intel Core i3-1005G1/8GB/256GB SSD/15.6""",Refurbished,ThinkBook,Intel Core i3,8,256,SSD,,15.6,No,426.39,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"Lenovo ThinkPad E490 Intel Core i5-8265U/8GB/512GB SSD/14""",Refurbished,ThinkPad,Intel Core i5,8,512,SSD,,14,No,882.56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo ThinkPad E590 Intel Core i7-8565U/8GB/256GB SSD/15.6""",Refurbished,ThinkPad,Intel Core i7,8,256,SSD,,15.6,No,735.92,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"Lenovo ThinkPad L13 Yoga Gen 2 Intel Core  i5-1135G7/16GB/512GB SSD/13.3"" Táctil",Refurbished,ThinkPad,Intel Core i5,16,512,SSD,,13.3,Yes,1151.84,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Lenovo ThinkPad L14 Intel Core i5-10210U/16GB/512GB SSD/14""",Refurbished,ThinkPad,Intel Core i5,16,512,SSD,,14,No,1074.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
